,IATA,ICAO,Airline,Call sign,Country/Region,Comments
2036,,CGU,Chinguetti Airlines,CHINGUETTI,Mauritania,
2037,,CEP,Chipola Aviation,CHIPOLA,United States,
2038,,CPW,Chippewa Air Commuter,CHIPPEWA-AIR,United States,
2039,X7,CHF,Chitaavia,CHITA,Russia,
2040,OQ,CQN,Chongqing Airlines,CHONG QING,China,
2041,,CAS,Christman Air System,CHRISTMAN,United States,
2042,,OEC,Christophorus Flugrettungsverein,CHRISTOPHORUS,Austria,
2043,,CHO,Chrome Air Services,CHROME AIR,United States,
2044,,CHU,Church Aircraft,CHURCHAIR,United States,
2045,A2,CIU,Cielos Airlines,CIELOS,Peru,
2046,QI,CIM,Cimber Sterling,CIMBER,Denmark,
2047,C7,CIN,Cinnamon Air,CINNAMON,Sri Lanka,
2048,,RRU,Cirrus,HELICIRRUS,Chile,defunct
2049,,NTS,Cirrus Air,NITE STAR,United States,
2050,C9,RUS,Cirrus Airlines,CIRRUS AIR,Germany,defunct
2051,,JTI,Cirrus Middle East,,Lebanon,
2052,,FIV,CitationAir,FIVE STAR,United States,
2053,,XCX,Citibank,,United States,
2054,,HZX,Citic General Aviation,ZHONGXIN,China,
2055,,SDR,City Airline,SWEDESTAR,Sweden,
2056,G3,CIX,City Connexion Airlines,CONNEXION,Burundi,defunct
2057,,XBG,City of Bangor,,United States,
2058,WX,BCY,CityJet,CITY-IRELAND,Ireland,
2059,,CAQ,Cityair (Chester) Limited,AIR CHESTER,United Kingdom,
2060,,CII,Cityfly,CITYFLY,Italy,
2061,CJ,CFE,CityFlyer Express,FLYER,United Kingdom,"Defunct, ICAO code in use by BA CityFlyer"
2062,,CNB,Cityline Hungary,CITYHUN,Hungary,
2063,,HSR,Citylink Airlines,HOOSIER,United States,
2064,,CIW,Civair Airways,CIVFLIGHT,South Africa,
2065,,CAP,Civil Air Patrol,CAP,United States,
2066,CT,CAT,Civil Air Transport,Mandarin,Taiwan,defunct
2067,,CIA,Civil Aviation Authority,CALIMERA,Slovakia,
2068,,CIV,Civil Aviation Authority of New Zealand,CIVAIR,New Zealand,
2069,,CBA,Civil Aviation Inspectorate of the Czech Republic,CALIBRA,Czech Republic,
2070,,FMC,Claessens International Limited,CLAESSENS,United Kingdom,
2071,,CLK,Clark Aviation,CLARKAIR,United States,
2072,,CSF,Clasair,CALEDONIAN,United Kingdom,
2073,,CLY,Clay Lacy Aviation,CLAY-LACY,United States,
2074,,CGK,Click Airways,CLICK AIR,Kyrgyzstan,
2075,,CLZ,Cloud 9 Air Charters,CLOUDLINE,South Africa,
2076,,CLD,Clowes Estates Limited,CLOWES,United Kingdom,
2077,,SDJ,Club 328,SPACEJET,United Kingdom,
2078,6P,ISG,Club Air,CLUBAIR,Italy,
2079,BX,CST,Coast Air,COAST CENTER,Norway,
2080,DQ,,Coastal Air,U.S. Virgin Islands,United States,
2081,,TCL,Coastal Air Transport,TRANS COASTAL,United States,Escape Aviation
2082,,CNG,Coastal Airways,SID-AIR,United States,
2083,,CSV,Coastal Travels,COASTAL TRAVEL,Tanzania,
2084,,CHL,Cohlmia Aviation,COHLMIA,United States,
2085,,OLR,Colaéreos,COLAEREOS,Ecuador,
2086,,CLE,Colemill Enterprises,COLEMILL,United States,
2087,9L,CJC,Colgan Air,COLGAN,United States,
2088,,CAE,Colibri Aviation,HUMMINGBIRD,Canada,
2089,YD,CAT,Cologne Air Transport GmbH,,Germany,defunct since 1996
2090,,CCX,Colt International,,United States,
2091,,WCO,Columbia Helicopters,COLUMBIA HELI,United States,
2092,,KLR,Columbus Air Transport,KAY-LER,United States,
2093,,GHP,Colvin Aviation,GRASSHOPPER EX,United States,
2094,OH,COM,Comair,COMAIR,United States,
2095,MN,CAW,Comair,COMMERCIAL,South Africa,
2096,,GCM,Comair Flight Services,GLOBECOM,South Africa,
2097,,CDE,Comed Group,COMEX,United Kingdom,
2098,,CVV,Comeravia,COMERAVIA,Venezuela,
2099,,CRS,Comercial Aérea,COMERCIAL AEREA,Mexico,
2100,,CMG,Comet Airlines,SUNSPY,Nigeria,
2101,,FYN,Comfort Air,FLYNN,Germany,
2102,,CMJ,Comfort Jet Services,COMFORT JET,Togo,
2103,,CLA,Comlux Aviation,COMLUX,Switzerland,
2104,,KAZ,Comlux Kazakhstan,KAZLUX,Kazakhstan,
2105,,MLM,Comlux Malta,LUXMALTA,Malta,
2106,,CXB,Comlux Aruba,STARLUX,Aruba,
2107,,CMH,Commair Aviation,COMMODORE,United Kingdom,
2108,,CTM,Commandement Du Transport Aerien Militaire Francais,COTAM,France,
2109,,CML,Commander Air Charter,COMMANDAIR,Canada,
2110,,CRM,Commander Mexicana,COMMANDERMEX,Mexico,[13]
2111,,CME,Commerce Bank,COMMERCE BANK,United States,(Kansas City) Allocated in 2014[15]
2112,,CMS,Commercial Aviation,ACCESS,Canada,
2113,,GAR,Commodore Aviation,,Australia,
2114,,CJS,Commonwealth Jet Service,COMMONWEALTH,United States,
2115,C5,UCA,CommutAir,COMMUTAIR,United States,
2116,KR,CWK,Comores Airlines,CONTICOM,Comoros,
2117,,CGR,Compagnia Generale Ripreseaeree,COMPRIP,Italy,
2118,,CMM,Compagnie Aérienne du Mali,CAMALI,Mali,
2119,,CPM,Compagnie Mauritanienne Des Transports,,Mauritania,
2120,,GIC,Compagnie de Bauxites de Guinee,CEBEGE,Guinea,
2121,,AIF,Compañía Aérea de Valencia,,Spain,
2122,,ATF,Compañía Aerotécnicas Fotográficas,AEROTECNICAS,Spain,
2123,,LCT,Compañía De Actividades Y Servicios De Aviación,STELLAIR,Spain,
2124,,EJV,Compania Ejecutiva,EJECUTIVA,Mexico,
2125,,HSE,Compania Helicopteros Del Sureste,HELISURESTE,Spain,
2126,,MDR,Compania Mexicana De Aeroplanos,AEROPLANOS,Mexico,
2127,,HSS,Compañía Transportes Aéreos Del Sur,TAS HELICOPTEROS,Spain,
2128,,TAV,Compañía de Servicios Aéreos Tavisa,TAVISA,Spain,
2129,,CYF,Company Flight,COMPANY FLIGHT,Denmark,
2130,CP,CPZ,Compass Airlines,COMPASS ROSE,United States,
2131,,CPS,Compass International Airways,COMPASS,United Kingdom,
2132,,XCO,Compuflight Operations Service,,United States,
2133,,XCS,Compuserve Incorporated,,United States,
2134,,CRC,Conair Aviation,CONAIR-CANADA,Canada,
2135,,COD,Concordavia,CONCORDAVIA,Ukraine,
2136,,CNR,Condor Aero Services,CONAERO,United States,
2137,,CIB,Condor,CONDOR BERLIN,Germany,
2138,DE,CFG,Condor Flugdienst,CONDOR,Germany,
2139,,COF,Confort Air,CONFORT,Canada,
2140,,CAK,Congo Air,,Bahamas,
2141,,CGA,Congressional Air,CONGRESSIONAL,United States,
2142,,ROY,Conifair Aviation,,Canada,
2143,,CCT,Connect Air,CONNECT,Canada,Allocated in 2014[16]
2144,,BSN,Connectair Charters,BASTION,Canada,
2145,,CAC,Conquest Airlines,CONQUEST AIR,United States,
2146,,CXO,Conroe Aviation Services,CONROE AIR,United States,
2147,,VCH,Consorcio Helitec,CONSORCIO HELITEC,Venezuela,
2148,,UZA,Constanta Airline,CONSTANTA,Ukraine,
2149,,KIS,Contactair,CONTACTAIR,Germany,
2150,,XCL,Contel ASC,,United States,
2151,CO,COA,Continental Airlines,CONTINENTAL,United States,"ICAO Code and callsign withdrawn, merged with United Airlines"
2152,,CNW,Continental Airways,,Moldovoa,2014[13]
2153,CO,,Continental Express,JETLINK,United States,
2154,CS,CMI,Continental Micronesia,AIR MIKE,United States,
2155,,CON,Continental Oil,CONOCO,United States,
2156,V0,VCV,Conviasa,CONVIASA,Venezuela,
2157,,CKA,Cook Inlet Aviation,COOK-AIR,United States,
2158,,SVY,Cooper Aerial Surveys,SURVEYOR,United Kingdom,
2159,CM,CMP,Copa Airlines,COPA,Panama,
2160,,CAT,Copenhagen Air Taxi,AIRCAT,Denmark,
2161,,COP,Copper State Air Service,COPPER STATE,United States,
2162,,AAQ,Copterline,COPTERLINE,Finland,Former name: Copter Action; former callsign: COPTER ACTION
2163,CQ,CCW,Central Charter,CENTRAL CHARTER,Czech Republic,
2164,XC,CAI,Corendon Airlines,CORENDON,Turkey,Turistik Hava Tasimacilik
2165,CD,CND,Corendon Dutch Airlines,DUTCH CORENDON,Netherlands,
2166,,CRA,Coronado Aerolíneas,CORAL,Colombia,
2167,,CPB,Corpac Canada,PENTA,Canada,
2168,,CNC,Corporación Aéreo Cencor,CENCOR,Mexico,
2169,,CPG,Corporacion Aeroangeles,CORPORANG,Mexico,
2170,,CGY,Corporacion Paraguaya De Aeronautica,,Paraguay,
2171,,CPT,Corporate Air,AIR SPUR,United States,
2172,,CPR,Corporate Air,CORPAIR,United States,
2173,,CPO,Corporate Aircraft Company,MOKAN,United States,
2174,,COO,Corporate Airlink,CORPORATE,Canada,
2175,,CKE,Corporate Aviation Services,CHECKMATE,United States,
2176,,VHT,Corporate Flight International,VEGAS HEAT,United States,
2177,LF,VTE,Contour Airlines,VOLUNTEER,United States,
2178,,CJI,Corporate Jets,SEA JET,United States,
2179,SS,CRL,Corsairfly,CORSAIR,France,
2180,XK,CCM,Corse Méditerranée,CORSICA,France,Name changed to Air Corsica
2181,F5,COZ,Cosmic Air,COSMIC AIR,Nepal,
2182,,COT,Costa Airlines,,Venezuela,Callsign was COAIR
2183,GW,,Costa Rica Green Airways,,Costa Rica,
2184,,CHI,Cougar Helicopters,COUGAR,Canada,
2185,,MGB,Coulson Flying Service,MOCKINGBIRD,United Kingdom,
2186,,NSW,Country Connection Airlines,,Australia,
2187,,CIK,Country International Airlines,COUNTRY AIR,Kyrgyzstan,Defunct
2188,,CSD,Courier Services,DELIVERY,United States,
2189,,CUT,Court Helicopters,COURT AIR,South Africa,
2190,,OU,Court Line,COURTLINE,United Kingdom,defunct
2191,,CVL,Coval Air,COVAL,Canada,
2192,,COW,COWI,COWI,Denmark,
2193,7C,COY,Coyne Aviation,COYNE AIR,United Kingdom,
2194,,CFD,Cranfield University,AERONAUT,United Kingdom,
2195,,CRE,Cree Airways,CREE AIR,Canada,
2196,,ELM,Crelam,CRELAM,Mexico,
2197,,CAN,Crest Aviation,CREST,United Kingdom,
2198,,KRM,Crimea Universal Avia,TRANS UNIVERSAL,Ukraine,
2199,OU,CTN,Croatia Airlines,CROATIA,Croatia,
2200,,HRZ,Croatian Air Force,CROATIAN AIRFORCE,Croatia,
2201,,CRX,Cross Aviation,CROSSAIR,United Kingdom,
2202,QE,ECC,Crossair Europe,Cigogne,Switzerland,
2203,,CWX,Crow Executive Air,CROW EXPRESS,United States,
2204,,CKR,Crown Air Systems,CROWN AIR,United States,
2205,,CRO,Crown Airways,CROWN AIRWAYS,United States,
2206,,CRW,Crownair,REGAL,Canada,
2207,,VCR,Cruiser Linhas Aéreas,VOE CRUISER,Brazil,
2208,,CTY,Cryderman Air Service,CENTURY,United States,
2209,,CYT,Crystal Shamrock Airlines,CRYSTAL-AIR,United States,
2210,,IRO,CSA Air,IRON AIR,United States,
2211,CU,CUB,Cubana de Aviación,CUBANA,Cuba,
2212,,CTF,Cutter Aviation,CUTTER FLIGHT,United States,
2213,,CBL,Cumberland Airways (Nicholson Air Service),CUMBERLAND,United States,
2214,,CTT,Custom Air Transport,CATT,United States,
2215,,RGN,Cygnus Air,CYGNUS AIR,Spain,
2216,,CYC,Cyprair Tours,CYPRAIR,Cyprus,
2217,,CYS,Cypress Airlines,SKYBIRD,Canada,
2218,CY,CYP,Cyprus Airways,CYPRUS,Cyprus,
2219,YK,KYV,Cyprus Turkish Airlines,AIRKIBRIS,Turkey,Ceased operations 2010
2220,,CEF,Czech Air Force,CZECH AIR FORCE,Czech Republic,
2221,,AHD,Czech Air Handling,AIRHANDLING,Czech Republic,
2222,OK,CSA,Czech Airlines,CSA,Czech Republic,
2223,,CIE,Czech Government Flying Service,CZECH REPUBLIC,Czech Republic,
2224,8L,CGP,Cargo Plus Aviation,,United Arab Emirates,
2225,,HNL,CHC Helicopters Netherlands,MAPLELEAF,Netherlands,
2226,5Z,KEM,CemAir,CEMAIR,South Africa,
2227,,JLH,Centro de Servicio Aeronautico,CESA,Mexico,
2228,,FCB,Cobalt,NEW AGE,Cyprus,
2229,,CVK,CAVOK Airlines,CARGO LINE,Ukraine,
2230,XG,CLI,Clickair,CLICKJET,Spain,Merge into Vueling
2231,PN,CHB,West Air (China),WEST CHINA,China,
2232,,CRN,Carson Air Ltd,CARSON,CANADA,Air ambulance operator
2233,,ABA,Aero-Beta,Aerobeta,Germany,
2234,,DJT,Dreamjet,DREAMJET,France,2014[17]
2235,,DPJ,Delta Private Jets,JET CARD,United States,Changed from ELJ/ELITE JET in 2014[18]
2236,,DJR,Desert Jet,DESERT FLIGHT,United States,
2237,,DLA,Air Dolomiti,DOLOMITI,Italy,
2238,,DLC,Dehong South Asian General Aviation,SOARCOPTER,China,Was Ruili Jingcheng Helicopters
2239,,DNS,Dniproaviaservis Company,,Ukraine,
2240,,DRF,Dream Flyers Training Center,,Spain,
2241,,DMF,DMCFLY,DEMLY,Mexico,
2242,,NAU,Danaus Lineas Aereas,DANAUS,Mexico,
2243,,GDF,DF Aviation,,Ukraine,
2244,,DDA,D & D Aviation,DUSTY,United States,
2245,,DNK,D&K Aviation,DIRECT JET,United States,
2246,V5,VPA,DanubeWings,VIP TAXI,Slovakia,Former names VIP Air and VIP Wings
2247,,DHE,DAP Helicopteros,HELIDAP,Chile,
2248,,VLF,DFS UK Limited,VOLANTE,United Kingdom,
2249,WD,DSR,DAS Air Cargo,DAIRAIR,Uganda,
2250,,RKC,DAS Airlines,DAS CONGO,Democratic Republic of the Congo,
2251,DX,DTR,DAT Danish Air Transport,DANISH,Denmark,
2252,,ENT,DAT Enterprise Limited,DATENT,United Kingdom,defunct
2253,,BDN,DERA Boscombe Down,GAUNTLET,United Kingdom,
2254,,DSN,DESNA,DESNA,Ukraine,
2255,,DET,DETA Air,SAMAL,Kazakhstan,
2256,,DGO,DGO Jet,DGO JET,Mexico,
2257,,DAE,DHL Aero Expreso,YELLOW,Panama,
2258,D0,DHK,DHL Air Limited,WORLD EXPRESS,United Kingdom,DHL Air UK
2259,,DHV,DHL Aviation,WORLDSTAR,South Africa,
2260,ES,DHX,DHL International,DILMUN,Bahrain,
2261,L3,JOS,DHL de Guatemala,,Guatemala,
2262,,RSK,DSWA,REDSKIN,United States,
2263,D3,DAO,Daallo Airlines,DALO AIRLINES,Djibouti,
2264,N2,DAG,Dagestan Airlines,DAGAL,Russia,
2265,,DHA,Dahla Airlines,,Democratic Republic of Congo,
2266,,DCS,DC Aviation,TWIN STAR,Germany,
2267,,DCX,Daimler-Chrysler,DAIMLER,United States,
2268,,DKA,Daka,,Kazakhstan,
2269,,DLR,Dala Air Services,DALA AIR,Nigeria,
2270,H8,KHB,Dalavia,DALAVIA,Russia,
2271,,DXP,Dallas Express Airlines,DALLAS EXPRESS,United States,
2272,,DAS,Damascene Airways,AIRDAM,Syrian Arab Republic,
2273,,DSA,Danbury Airways,DANBURY AIRWAYS,United States,
2274,,DOP,Dancopter,DANCOPTER,Denmark,
2275,,DAF,Danish Air Force,DANISH AIRFORCE,Denmark,
2276,DD,DDL,Danish Air Lines,,Denmark,defunct
2277,,DAR,Danish Army,DANISH ARMY,Denmark,
2278,,DNY,Danish Navy,DANISH NAVY,Denmark,
2279,,DNU,Danu Oro Transportas,DANU,Lithuania,
2280,,DRT,Darta,DARTA,France,
2281,0D,DWT,Darwin Airline,DARWIN,Switzerland,
2282,,DSQ,Dasab Airlines,DASAB AIR,Uganda,
2283,,DSH,Dash Air Charter,DASH CHARTER,United States,
2284,,GOB,Dash Aviation,PILGRIM,United Kingdom,
2285,,DGX,Dasnair,DASNA,Switzerland,
2286,,DAB,Dassault Aviation,,France,
2287,,CVF,Dassault Falcon Jet Corporation,CLOVERLEAF,United States,
2288,,DSO,Dassault Falcon Service,DASSAULT,France,
2289,,DTN,Data International,DATA AIR,Sudan,
2290,,XDT,Date Transformation Corp,,United States,
2291,D5,DAU,Dauair,DAUAIR,Germany,
2292,,DCO,David Crawshaw Consultants Limited,,United Kingdom,
2293,,DWN,Dawn Air,DAWN AIR,United States,
2294,,DJS,DayJet,DAYJET,United States,
2295,,DAY,Daya Aviation,DAYA,Sri Lanka,
2296,,DHC,De Havilland,DEHAVILLAND,Canada,
2297,,IAY,Deadalos Flugtbetriebs,IASON,Austria,
2298,,DAA,Decatur Aviation,DECUR,United States,
2299,,DKN,Deccan Charters,DECCAN,India,
2300,,JDC,Deere and Company,JOHN DEERE,United States,
2301,,DWR,Delaware Skyways,DELAWARE,United States,
2302,,DEA,Delta Aerotaxi,JET SERVICE,Italy,
2303,,SNO,Delta Air Charter,SNOWBALL,Canada,
2304,,ELJ,Delta Private Jets,ELITE JET,United States,Changed to DPJ/JET CARD in 2014[18]
2305,DL,DAL,Delta Air Lines,DELTA,United States,
2306,,KMB,Delta Engineering Aviation,KEMBLEJET,United Kingdom,
2307,,DLI,Delta Express International,DELTA EXPRESS,Ukraine,
2308,,DSU,Delta State University,DELTA STATE,United States,
2309,J7,DNM,Denim Air,DENIM,Netherlands,Defunct
2310,,FEC,Denver Express,FALCON EXPRESS,United States,
2311,,DJT,Denver Jet,DENVER JET,United States,
2312,,FGC,Departament d'Agricultura de la Generalitat de Catalunya,FORESTALS,Spain,
2313,,DRY,Deraya Air Taxi,DERAYA,Indonesia,
2314,,DRX,Des R Cargo Express,,Mauritania,
2315,,MIZ,Desarrollo Milaz,MILAZ,Mexico,
2316,,DTY,Destiny Air Services,DESTINY,Sierra Leone,
2317,2A,,Deutsche Bahn,,Germany,
2318,1I,AMB,Deutsche Rettungsflugwacht,CIVIL AIR AMBULANCE,Germany,
2319,,LFO,Deutsches Zentrum fur Luft-und Raumfahrt EV,LUFO,Germany,
2320,,DIS,Di Air,DI AIR,Serbia,
2321,,SPK,Diamond Aviation,SPARKLE,United States,
2322,,DRB,Didier Rousset Buy,DIDIER,Chile,
2323,,DGT,Digital Equipment Corporation,DIGITAL,United States,
2324,,DIP,Diplomatic Freight Services,DIPFREIGHT,United Kingdom,
2325,,ENA,Dirección General de Aviación Civil y Telecomunicasciones,ENA,Spain,
2326,,DIA,Direct Air,BLUE SKY,United States,
2327,,XAP,Direct Air trading as Midway Connection,MID-TOWN,United States,
2328,,DCT,Direct Flight,,United Kingdom,
2329,,SXP,Direct Fly,EXPRESS SKY,Poland,defunct
2330,AW,DIR,Dirgantara Air Service,DIRGANTARA,Indonesia,
2331,,DCV,Discover Air,DISCOVER,United States,
2332,DH,DVA,Discovery Airways,DISCOVERY AIRWAYS,United States,
2333,,XDS,Dispatch Services,,United States,
2334,,DIX,Dix Aviation,DIX FLIGHT,Germany,
2335,,DEE,Dixie Airways,TACAIR,United States,
2336,Z6,UDN,Dniproavia,DNIEPRO,Ukraine,
2337,,FDN,Dolphin Air,FLYING DOLPHIN,United Arab Emirates,
2338,,IXX,Dolphin Express Airlines,ISLAND EXPRESS,United States,
2339,,DPL,Dome Petroleum,DOME,Canada,
2340,YU,ADM,Dominair,DOMINAIR,Dominican Republic,"defunct; former IATA code: SS; former name: Aerolíneas Dominicanas, ICAO code no longer allocated"
2341,,MYO,Dominguez Toledo (Grupo Mayoral),MAYORAL,Spain,
2342,DO,DOA,Dominicana de Aviación,DOMINICANA,Dominican Republic,defunct
2343,E3,DMO,Domodedovo Airlines,DOMODEDOVO,Russia,defunct
2344,,DVB,Don Avia,DONSEBAI,Kazakhstan,
2345,,DON,Donair Flying Club,DONAIR,United Kingdom,
2346,D9,DNV,Donavia,DONAVIA,Russia,formerly Aeroflot-Don
2347,5D,UDC,DonbassAero,DONBASS AERO,Ukraine,
2348,,DAD,Dorado Air,DORADO AIR,Dominican Republic,
2349,,DOR,Dornier,DORNIER,Germany,
2350,,DAV,Dornier Aviation Nigeria,DANA AIR,Nigeria,
2351,,DOM,Dos Mundos,DOS MUNDOS,Dominican Republic,
2352,,DCA,Dreamcatcher Airways,DREAM CATCHER,United Kingdom,
2353,KB,DRK,Druk Air,ROYAL BHUTAN,Bhutan,
2354,,DRE,Drummond Island Air,MICHIGAN,United States,
2355,,DUB,Dubai Airwing,DUBAI,United Arab Emirates,
2356,,DBK,Dubrovnik Air,SEAGULL,Croatia,
2357,,DUK,Ducair,LION KING,Luxembourg,
2358,,DBJ,Duchess of Brittany (Jersey) Limited,DUCHESS,United Kingdom,
2359,,LPD,UK Royal/HRH Duke of York,LEOPARD,United Kingdom,
2360,,DUN,Dun'Air,DUNAIR,Mauritania,
2361,,PHD,Duncan Aviation,PANHANDLE,United States,
2362,,VVF,Dunyaya Bakis Hava Tasimaciligi,WORLDFOCUS,Turkey,
2363,,DUO,Duo Airways,FLY DUO,United Kingdom,
2364,,DJE,Durango Jet,DURANGO JET,Mexico,
2365,,DNL,Dutch Antilles Express,DUTCH ANTILLES,Netherlands Antilles,
2366,,DCE,Dutch Caribbean Express,DUTCH CARIBBEAN,Netherlands Antilles,
2367,,DBR,Dutchbird,DUTCHBIRD,Netherlands,"ICAO code allocated to another company, call sign no longer allocated"
2368,,DBR,Dobrolet LLC,DOBROLET,Russia,"Defunct, ICAO code still allocated (2017)"
2369,,DFS,Dwyer Aircraft Services,DWYAIR,United States,
2370,,XDY,Dynair Services,,United States,
2371,,DNR,Dynamair Aviation,DYNAMAIR,Canada,
2372,,DYE,Dynamic Air,DYNAMIC,Netherlands,ICAO code and call sign no longer allocated
2373,,DYA,Dynamic Airways,DYNAMIC AIR,United States,
2374,DI,BAG,Dba,SPEEDWAY,Germany,Merged into Air Berlin
2375,,EAV,Eagle Airlines Luftverkehrsges,MAYFLOWER,Austria,
2376,,ABU,Eagle Aviation Services,,United States,
2377,,ISL,Eastland Air Services (Flugfélag Austurlands),EASTLAND,Iceland,2022
2378,,EBF,Echo Airlines,,Bahamas,2014[19]
2379,MQ,ENY,Envoy Air,ENVOY,United States,2014[19]
2380,,ENK,Executive Airlink,SUNBIRD,United States,Allocated in 2014[20]
2381,EL,ELB,Ellinair,ELLINAIR HELLAS,Greece,
2382,,ELN,Eleron Aviation Company,ELERON,Ukraine,
2383,,ECC,Eclair Aviation,ECLAIR,Czech Republic,
2384,,ELU,Egyptian Leisure Airlines,EGYPTIAN LEISURE,Egypt,
2385,9E,EDV,Endeavor Air,ENDEAVOR,United States,
2386,,MNU,Elite Airways,MAINER,United States,
2387,,,Europe Jet,EUROPE JET,Turkey,
2388,E1,,Everbread,,United Kingdom,
2389,,EHD,E H Darby Aviation,PLATINUM AIR,United States,
2390,1C,,Electronic Data Systems,,Switzerland,
2391,1Y,,Electronic Data Systems,,United States,
2392,,EXW,Executive Airlines Services,ECHOLINE,Nigeria,
2393,,EFS,EFAOS- Agencia De Viagens e Turismo,EFAOS,Angola,
2394,,EFD,Eisele Flugdienst,EVER FLIGHT,Germany,
2395,,FSD,EFS-Flugservice,FLUGSERVICE,Germany,
2396,,EIS,EIS Aircraft,COOL,Germany,
2397,,IAG,EPAG,EPAG,France,
2398,,ESI,ESI Eliservizi Italiani,ELISERVIZI,Italy,
2399,,EUY,EU Airways,EUROAIRWAYS,Ireland,
2400,VE,EUJ,EUjet,UNION JET,Ireland,defunct
2401,,ICR,Eagle Aero,ICARUS FLIGHTS,United States,
2402,,FEI,Eagle Air,ARCTIC EAGLE,Iceland,
2403,,,Eagle Air,,Indonesia,
2404,,EGR,Eagle Air,EAGLE SIERRA,Sierra Leone,
2405,,EFL,Eagle Air,FLYING EAGLE,Tanzania,defunct 2002
2406,H7,EGU,Eagle Air,AFRICAN EAGLE,Uganda,
2407,NZ,EAG,Eagle Airways,EAGLE,New Zealand,
2408,,EGX,Eagle Air Company,THAI EAGLE,Thailand,
2409,,GYP,Eagle Aviation,GYPSY,United Kingdom,
2410,,EGN,Eagle Aviation France,FRENCH EAGLE,France,
2411,,EES,Eagle Express,,Serbia,2014[19]
2412,9A,EZX,Eagle Express Air Charter,EAGLEXPRESS,Malaysia,
2413,,SEG,Eagle International,SEN-EAGLE,Senegal,
2414,,EGJ,Eagle Jet Charter,EAGLE JET,United States,
2415,,EMD,Eaglemed (Ballard Aviation),EAGLEMED,United States,
2416,,ERX,Earth Airlines Services,EARTH AIR,Nigeria,
2417,S9,HSA,East African Safari Air,DUMA,Kenya,
2418,,EXZ,East African Safari Air Express,TWIGA,Kenya,
2419,,EMU,East Asia Airlines,,Macao,
2420,,ECT,East Coast Airways,EASTWAY,South Africa,
2421,,ECJ,East Coast Jets,EASTCOAST JET,United States,
2422,,EHA,East Hampton Aire,AIRE HAMPTON,United States,
2423,,EKC,East Kansas City Aviation,BLUE GOOSE,United States,
2424,,CTK,East Midlands Helicopters,COSTOCK,United Kingdom,
2425,,DXH,East Star Airlines,EAST STAR,China,
2426,,EWA,East-West Airlines,EASTWEST,Australia,defunct
2427,ZE,ESR,Eastar Jet,EASTAR,South Korea,
2428,,EAZ,Eastern Air,EASAIR,Zambia,
2429,,EAX,Eastern Air Executive,EASTEX,United Kingdom,
2430,EA,EAL,Eastern Air Lines,EASTERN,United States,defunct
2431,,EAL,Eastern Air Lines,EASTERN,United States,2015[21]
2432,T3,EZE,Eastern Airways,EASTFLIGHT,United Kingdom,
2433,QF,EAQ,Eastern Australia Airlines,EASTERN,Australia,IATA dupe with parent QANTAS. Also uses 2 letter ICAO EA.
2434,,ECI,Eastern Carolina Aviation,EASTERN CAROLINA,United States,
2435,,GNS,Eastern Executive Air Charter,GENESIS,United Kingdom,
2436,,LIS,Eastern Express,LARISA,Kazakhstan,
2437,,EME,Eastern Metro Express,EMAIR,United States,
2438,,EPB,Eastern Pacific Aviation,EAST PAC,Canada,
2439,,ESJ,Eastern SkyJets,EASTERN SKYJETS,United Arab Emirates,
2440,DK,ELA,Eastland Air,,Australia,
2441,W9,SGR,Eastwind Airlines,STINGER,United States,defunct
2442,,FYE,Easy Link Aviation Services,FLYME,Nigeria,
2443,EC,EJU,easyJet Europe,ALPINE,Austria,
2444,DS,EZS,easyJet Switzerland,TOPSWISS,Switzerland,
2445,U2,EZY,easyJet UK,EASY,United Kingdom,
2446,,CMN,Eckles Aircraft,CIMMARON AIRE,United States,
2447,,EJT,Eclipse Aviation,ECLIPSE JET,United States,
2448,,ECQ,Eco Air,SKYBRIDGE,Nigeria,
2449,,DEI,Ecoair,,Algeria,
2450,,NAK,École Nationale de l'Aviation Civile,ENAC SCHOOL,France,Formerly SFA prior to SEFA ATO being absorbed by the École Nationale de l'Aviation Civile.
2451,,ECX,Ecomex Air Cargo,AIR ECOMEX,Angola,
2452,,ECD,Ecotour,ECOTOUR,Mexico,
2453,,XCC,Ecoturistica de Xcalak,XCALAK,Mexico,
2454,,ECV,Ecuatoguineana De Aviación (EGA),EQUATOGUINEA,Equatorial Guinea,
2455,,EQC,Ecuatorial Cargo,ECUA-CARGO,Equatorial Guinea,
2456,,ECU,Ecuavia,ECUAVIA,Ecuador,
2457,WK,EDW,Edelweiss Air,EDELWEISS,Switzerland,
2458,,SLO,Edgartown Air,SLOW,United States,
2459,,EDC,Air Charter Scotland,SALTIRE,United Kingdom,Previously: Edinburgh Air Charter
